85;1099;ГОРОДСКАЯ ПОЛИКЛИНИКА №104;(812) 553-37-61;http://p104.ru/;"многопрофильное медицинское обслуживание; "
86;5125;ГОРОДСКАЯ ПОЛИКЛИНИКА №106;(812) 745-02-43, 742-40-80;p106.org.ru/;"многопрофильное медицинское обслуживание; "
87;1102;ГОРОДСКАЯ ПОЛИКЛИНИКА №107;(812) 527-11-56;http://p107.spb.ru/;"многопрофильное медицинское обслуживание; "
88;1103;ГОРОДСКАЯ ПОЛИКЛИНИКА №109;(812) 778-88-54, 778-98-57, 778-85-56;http://p109.spb.ru/;"многопрофильное медицинское обслуживание; "
89;1104;ГОРОДСКАЯ ПОЛИКЛИНИКА №110;(812) 423-09-08, 422-01-62, 422-42-97;http://www.pol122.spb.ru/;"многопрофильное медицинское обслуживание; "
90;1105;ГОРОДСКАЯ ПОЛИКЛИНИКА №111;(812) 348-99-88, 348-99-85, 348-99-95, 348-96-94;http://p111.spb.ru/;"многопрофильное медицинское обслуживание; "
91;1106;ГОРОДСКАЯ ПОЛИКЛИНИКА №112;(812) 555-92-22, 555-68-80, 555-18-34;http://p112.spb.ru/;"многопрофильное медицинское обслуживание; "
92;1064;ГОРОДСКАЯ ПОЛИКЛИНИКА №114;(812) 344-08-47, 344-08-03, 344-23-40, 344-27-93;http://p114.ru/;"многопрофильное медицинское обслуживание; "
93;46997;ГОРОДСКАЯ ПОЛИКЛИНИКА №117;(812) 497-73-12;http://poliklinika117.ru/;"многопрофильное медицинское обслуживание; "
94;46998;ГОРОДСКАЯ ПОЛИКЛИНИКА №120;(812) 577-25-51;http://pol120.ru/;"многопрофильное медицинское обслуживание; "
95;1020;ГОРОДСКАЯ ПОЛИКЛИНИКА №14;(812) 550-24-67, 550-24-86, 550-22-80;http://poliklinika14.ru/;"многопрофильное медицинское обслуживание; "
96;1023;ГОРОДСКАЯ ПОЛИКЛИНИКА №17;(812) 222-90-76, 222-51-84, 222-51-90, 222-90-49, 222-56-40;http://p17-spb.ru/;"многопрофильное медицинское обслуживание; "
97;47002;ГОРОДСКАЯ ПОЛИКЛИНИКА №19;(812) 338-00-19;http://policlinica19.ru/;"многопрофильное медицинское обслуживание; "
98;1027;ГОРОДСКАЯ ПОЛИКЛИНИКА №21;(812) 375-39-12, 375-54-74, 375-38-11, 375-98-70;http://p21.ucoz.ru/;"многопрофильное медицинское обслуживание; "
99;47003;ГОРОДСКАЯ ПОЛИКЛИНИКА №22;(812) 322-82-13;http://pol22.spb.ru/;"многопрофильное медицинское обслуживание; "
100;1028;ГОРОДСКАЯ ПОЛИКЛИНИКА №23;(812) 786-66-66, 786-44-29, 786-43-90;http://pol23.spb.ru/;"многопрофильное медицинское обслуживание; "
101;1123;ГОРОДСКАЯ ПОЛИКЛИНИКА №24    Взрослое поликлиническое отделение;(812)252-21-33, (812)252-33-06;http://gp24.spb.ru/;"многопрофильное медицинское обслуживание; "
102;5143;ГОРОДСКАЯ ПОЛИКЛИНИКА №24    Консультативно-диагностическое отделение;"(812)251-20-84;";http://gp24.spb.ru/;"многопрофильное медицинское обслуживание; "
103;5143;ГОРОДСКАЯ ПОЛИКЛИНИКА №24 Детское поликлиническое отделение;"(812)316-23-27;+7(911) 761-61-22";http://gp24.spb.ru/;"многопрофильное медицинское обслуживание; "
104;22302;ГОРОДСКАЯ ПОЛИКЛИНИКА №24 Отделение скорой медицинской помощи;"(812)251-20-24;(812)251-50-61";http://gp24.spb.ru/;"многопрофильное медицинское обслуживание; "
105;1031;ГОРОДСКАЯ ПОЛИКЛИНИКА №25;(812) 580-88-32, 580-88-35;;"многопрофильное медицинское обслуживание; "
106;1033;ГОРОДСКАЯ ПОЛИКЛИНИКА №27;(812) 315-92-80;http://p27spb.ru/;"многопрофильное медицинское обслуживание; "
107;1034;ГОРОДСКАЯ ПОЛИКЛИНИКА №28;(812) 764-67-00, 764-58-01;;"многопрофильное медицинское обслуживание; "
108;1010;ГОРОДСКАЯ ПОЛИКЛИНИКА №3;(812) 350-28-37, 350-28-81, 350-77-27, 350-95-80, 350-05-43;http://p3vo.ru/;"многопрофильное медицинское обслуживание; "
109;1036;ГОРОДСКАЯ ПОЛИКЛИНИКА №30;(812) 235-10-77, 235-07-32, 230-47-26, 235-56-11, 235-35-89;http://p30.spb.ru/;"многопрофильное медицинское обслуживание; "
38;;ГОРОДСКАЯ ПОЛИКЛИНИКА №30 (ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ);(812) 235-10-77, 230-47-27;http://p30.spb.ru;"медицинское обслуживание; "
110;47005;ГОРОДСКАЯ ПОЛИКЛИНИКА №32;(812) 234-57-49;http://plk32.ru/;"многопрофильное медицинское обслуживание; "
111;4457;ГОРОДСКАЯ ПОЛИКЛИНИКА №34;(812) 233-11-08, 233-12-42;http://plk34.ru/;"многопрофильное медицинское обслуживание; "
112;1043;ГОРОДСКАЯ ПОЛИКЛИНИКА №37;(812) 315-21-84;http://gorpol37.spb.ru/;"многопрофильное медицинское обслуживание; "
113;47007;ГОРОДСКАЯ ПОЛИКЛИНИКА №38;(812) 271-44-98;http://gp38.spb.ru/;"многопрофильное медицинское обслуживание; "
114;1045;ГОРОДСКАЯ ПОЛИКЛИНИКА №39;(812) 272-99-38;http://gorpol39.spb.ru/;"многопрофильное медицинское обслуживание; "
118;;ГОРОДСКАЯ ПОЛИКЛИНИКА №4 детское поликлиническое отделение №1;(812)356-41-93;http://www.p4.spb.ru/;"многопрофильное медицинское обслуживание; "
115;;ГОРОДСКАЯ ПОЛИКЛИНИКА №4 Женская консультация №16;(812) 323-45-27;http://www.p4.spb.ru/;"многопрофильное медицинское обслуживание; "
116;;ГОРОДСКАЯ ПОЛИКЛИНИКА №4 Отделение скорой помощи;"(812)321-90-26;(812)325-49-36;(812)323-02-62";http://www.p4.spb.ru/;"многопрофильное медицинское обслуживание; "
119;;ГОРОДСКАЯ ПОЛИКЛИНИКА №4 поликлиническое отделение №53;(812)352-59-01;http://www.p4.spb.ru/;"многопрофильное медицинское обслуживание; "
117;;ГОРОДСКАЯ ПОЛИКЛИНИКА №4 Поликлиническое отдление №4;(812)321-47-35;http://www.p4.spb.ru/;"многопрофильное медицинское обслуживание; "
120;1046;ГОРОДСКАЯ ПОЛИКЛИНИКА №40;(812) 244-38-36;http://poli40.spb.ru/;"многопрофильное медицинское обслуживание; "
121;1049; ГОРОДСКАЯ ПОЛИКЛИНИКА №43;(812)241-37-11;http://gp43.spb.ru/;"многопрофильное медицинское обслуживание; "
122;;ГОРОДСКАЯ ПОЛИКЛИНИКА №43 Поликлиническое отделение № 101;(812)757-31-02;http://gp43.spb.ru/;"многопрофильное медицинское обслуживание; "
123;;ГОРОДСКАЯ ПОЛИКЛИНИКА №43 Поликлиническое отделение № 36;(812)757-45-94;http://gp43.spb.ru/;"многопрофильное медицинское обслуживание; "
124;;ГОРОДСКАЯ ПОЛИКЛИНИКА №43 Поликлиническое отделение № 38;(812)377-37-49;http://gp43.spb.ru/;"многопрофильное медицинское обслуживание; "
125;1050;ГОРОДСКАЯ ПОЛИКЛИНИКА №44;(812) 774-32-44, 774-33-09;;"многопрофильное медицинское обслуживание; "
126;1052;ГОРОДСКАЯ ПОЛИКЛИНИКА №46;(812) 362-23-07, 362-25-27, 362-35-77, ;p46.ucoz.ru;"многопрофильное медицинское обслуживание; "
127;1054;ГОРОДСКАЯ ПОЛИКЛИНИКА №48;(812) 374-03-40, 374-03-54, 375-63-00;http://p48.ucoz.ru;"многопрофильное медицинское обслуживание; "
128;1055;ГОРОДСКАЯ ПОЛИКЛИНИКА №49;(812) 492-02-64, 492-39-30, 496-34-34;;"многопрофильное медицинское обслуживание; "
129;1057;ГОРОДСКАЯ ПОЛИКЛИНИКА №51;(812) 573-99-11, 241-28-44;https://gp51.ru;"многопрофильное медицинское обслуживание; "
130;;ГОРОДСКАЯ ПОЛИКЛИНИКА №51 детское поликлиническое отделение № 31;"(812)241-27-28; (812)573-99-11";https://dpo31.gp51.ru;"многопрофильное медицинское обслуживание; "
131;;ГОРОДСКАЯ ПОЛИКЛИНИКА №51 детское поликлиническое отделение № 39;"(812)241-27-47; (812)573-99-11";https://dpo39.gp51.ru;"многопрофильное медицинское обслуживание; "
132;1058;ГОРОДСКАЯ ПОЛИКЛИНИКА №52 ;(812) 596-01-16, (812) 596-01-22;http://p116.spb.ru;"многопрофильное медицинское обслуживание; "
133;;ГОРОДСКАЯ ПОЛИКЛИНИКА №52 Поликлиническое отделение№ 52;"(812) 594-89-77;(812) 594-84-02";http://p116.spb.ru;"многопрофильное медицинское обслуживание; "
134;1060;ГОРОДСКАЯ ПОЛИКЛИНИКА №54;(812) 540-70-05, 703-14-41;http://p54.url.ph;"многопрофильное медицинское обслуживание; "
136;;ГОРОДСКАЯ ПОЛИКЛИНИКА №54   Поликлиническое отделение № 16;"(812)542-43-08;(812)542-44-93;(812)542-31-54";http://p54.url.ph;"многопрофильное медицинское обслуживание; "
137;;ГОРОДСКАЯ ПОЛИКЛИНИКА №54  Детское поликлиническое отделение № 46;(812)242-32-30;http://p54.url.ph;"многопрофильное медицинское обслуживание; "
138;;ГОРОДСКАЯ ПОЛИКЛИНИКА №54 Женская консультация №10;(812)417-38-98;http://p54.url.ph;"многопрофильное медицинское обслуживание; "
135;;ГОРОДСКАЯ ПОЛИКЛИНИКА №54 Центр семейной медицины;"(812)226-31-34;(812)540-70-05;(812)225-14-02";http://p54.url.ph;"многопрофильное медицинское обслуживание; "
139;1062;ГОРОДСКАЯ ПОЛИКЛИНИКА №56;(812) 269-03-24, 269-20-48, 269-58-95;http://p56frunz.ru;"многопрофильное медицинское обслуживание; "
140;1013;ГОРОДСКАЯ ПОЛИКЛИНИКА №6;(812) 365-15-60, 365-16-01;http://guzgp6.tunev.gov.spb.ru;"многопрофильное медицинское обслуживание; "
143;;ГОРОДСКАЯ ПОЛИКЛИНИКА №6 Гериатрическое отделение;812) 560-58-50;http://guzgp6.tunev.gov.spb.ru;"многопрофильное медицинское обслуживание; "
141;;ГОРОДСКАЯ ПОЛИКЛИНИКА №6 Женская консультация № 31;(812) 573-93-75;http://www.jk31.spb.ru;"многопрофильное медицинское обслуживание; "
144;;ГОРОДСКАЯ ПОЛИКЛИНИКА №60  Поликлиничческое отделение №66;(812)466-60-67;http://poliklinika60.spb.ru;"многопрофильное медицинское обслуживание; "
147;;ГОРОДСКАЯ ПОЛИКЛИНИКА №60 Женская консультация пос. Шушары;(812)907-80-56;http://poliklinika60.spb.ru;"многопрофильное медицинское обслуживание; "
146;;ГОРОДСКАЯ ПОЛИКЛИНИКА №60 Поликлиническое отделение «Славянка»;(812)320-77-81;http://poliklinika60.spb.ru;"многопрофильное медицинское обслуживание; "
148;;ГОРОДСКАЯ ПОЛИКЛИНИКА №60 Поликлиническое отделение №67;(812)452-20-56;http://poliklinika60.spb.ru;"многопрофильное медицинское обслуживание; "
145;;ГОРОДСКАЯ ПОЛИКЛИНИКА №60 Поликлиническое отделение №89;"(812)470-49-22; (812)925-56-87";http://poliklinika60.spb.ru;"многопрофильное медицинское обслуживание; "
149;;ГОРОДСКАЯ ПОЛИКЛИНИКА №60 Поликлиническое отделение пос. Шушары;(812)645-34-97;http://poliklinika60.spb.ru;"многопрофильное медицинское обслуживание; "
150;1072;ГОРОДСКАЯ ПОЛИКЛИНИКА №71;(812) 461-65-26, 461-86-93, 461-50-86;http://p-71.spb.ru;"многопрофильное медицинское обслуживание; "
151;;ГОРОДСКАЯ ПОЛИКЛИНИКА №71  Травматологический пункт;(812)461-60-08;http://p-71.spb.ru;"многопрофильное медицинское обслуживание; "
154;;ГОРОДСКАЯ ПОЛИКЛИНИКА №71 Амбулаторно-поликлиническое отделение №73;(812) 462-64-53 -;http://p-71.spb.ru;"многопрофильное медицинское обслуживание; "
153;;ГОРОДСКАЯ ПОЛИКЛИНИКА №71 Амбулаторно-поликлиническое отделение №79;(812) 462-11-50;http://p-71.spb.ru;"многопрофильное медицинское обслуживание; "
152;;ГОРОДСКАЯ ПОЛИКЛИНИКА №71 Женская консультация;;http://p-71.spb.ru;"многопрофильное медицинское обслуживание; "
155;5138;ГОРОДСКАЯ ПОЛИКЛИНИКА №72;(812) 464-55-05, 464-55-10;http://p-72.ru;"многопрофильное медицинское обслуживание; "
156;;ГОРОДСКАЯ ПОЛИКЛИНИКА №72 Женская консультация;(812) 241-35-47;http://p-72.ru;"многопрофильное медицинское обслуживание; "
157;1075;ГОРОДСКАЯ ПОЛИКЛИНИКА №74;(812) 311-49-28, 311-74-69;http://poliklinika74spb.ru;"многопрофильное медицинское обслуживание; "
158;;ГОРОДСКАЯ ПОЛИКЛИНИКА №74   Детское поликлиническое отделение 55;(812)311-37-93;http://poliklinika74spb.ru;"многопрофильное медицинское обслуживание; "
159;;ГОРОДСКАЯ ПОЛИКЛИНИКА №74 Женская консультация;(812)311-33-74;http://poliklinika74spb.ru;"многопрофильное медицинское обслуживание; "
162;;ГОРОДСКАЯ ПОЛИКЛИНИКА №74 Отделение скорой медицинской помощи;(812)311-39-00;http://poliklinika74spb.ru;"многопрофильное медицинское обслуживание; "
160;;ГОРОДСКАЯ ПОЛИКЛИНИКА №74 Офис врачебной практики;(812)439-02-00;http://poliklinika74spb.ru;"многопрофильное медицинское обслуживание; "
161;;ГОРОДСКАЯ ПОЛИКЛИНИКА №74 Стоматологическое отделение;(812)311-11-01;http://poliklinika74spb.ru;"многопрофильное медицинское обслуживание; "
163;1076;ГОРОДСКАЯ ПОЛИКЛИНИКА №75;(812) 369-86-50, 369-86-01;http://p75.spb.ru;"многопрофильное медицинское обслуживание; "
164;1077;ГОРОДСКАЯ ПОЛИКЛИНИКА №76 для ОБУЧАЮЩЕЙСЯ МОЛОДЕЖИ;(812) 534-47-75, 534-47-77;http://www.p76om.ru;"многопрофильное медицинское обслуживание; "
165;1078;ГОРОДСКАЯ ПОЛИКЛИНИКА №77;(812) 700-51-49, 700-36-14, 700-41-02;http://gp77.spb.ru;"многопрофильное медицинское обслуживание; "
166;;ГОРОДСКАЯ ПОЛИКЛИНИКА №77  Поликлиническое отделение № 7;(812) 368 - 44 - 19;http://gp77.spb.ru;"многопрофильное медицинское обслуживание; "
167;1079;ГОРОДСКАЯ ПОЛИКЛИНИКА №78;(812) 361-17-00, 361-05-78, 361-05-94;http://pol-78.ru;"многопрофильное медицинское обслуживание; "
168;1015;ГОРОДСКАЯ ПОЛИКЛИНИКА №8;(812) 447-45-44;http://p8spb.ru;"многопрофильное медицинское обслуживание; "
169;1178;ГОРОДСКАЯ ПОЛИКЛИНИКА №81;(812) 315-82-29, 315-25-92, 571-32-01;http://maxi-med.spb.ru;"многопрофильное медицинское обслуживание; "
170;1180;ГОРОДСКАЯ ПОЛИКЛИНИКА №83;(812) 233-67-72, 232-37-76, 235-82-85, 233-67-69;http://pol83.ru;"многопрофильное медицинское обслуживание; "
171;1081;ГОРОДСКАЯ ПОЛИКЛИНИКА №86;"(812) 417-38-04;(812) 417-38-30;(812) 417-36-39";http://p-86.ru;"многопрофильное медицинское обслуживание; "
172;;ГОРОДСКАЯ ПОЛИКЛИНИКА №86 Взрослое поликлиническое отделение №57;"(812) 573-96-16;(812) 573-97-12;(812) 573-97-11";http://p-86.ru;"многопрофильное медицинское обслуживание; "
173;;ГОРОДСКАЯ ПОЛИКЛИНИКА №86 Детское поликлиническое отделение №59;"(812) 417-45-70; (812) 417-45-71;(812) 417-41-42";http://p-86.ru;"многопрофильное медицинское обслуживание; "
174;;ГОРОДСКАЯ ПОЛИКЛИНИКА №86 Женская консультация №39;"(812) 417-61-49;(812) 417-61-51";http://p-86.ru;"многопрофильное медицинское обслуживание; "
175;;ГОРОДСКАЯ ПОЛИКЛИНИКА №86 Центр врачей общей практики;"(812) 417-56-73;(812) 417-55-71;(812) 417-56-75";http://p-86.ru;"многопрофильное медицинское обслуживание; "
176;47026;ГОРОДСКАЯ ПОЛИКЛИНИКА №87;"(812) 241-28-08;(812)241-28-12;(812)585-77-78";http://p-87.ru/;"многопрофильное медицинское обслуживание; "
177;1083;ГОРОДСКАЯ ПОЛИКЛИНИКА №88;"(812) 750-80-11;(812) 750-03-19;(812) 750-02-74";;"многопрофильное медицинское обслуживание; "
180;;ГОРОДСКАЯ ПОЛИКЛИНИКА №91  Взрослое поликлиническое отделение 105;8(812)241-35-62;http://gp91.ru/;"многопрофильное медицинское обслуживание; "
179;;ГОРОДСКАЯ ПОЛИКЛИНИКА №91  Взрослое поликлиническое отделение 50;"8(812)241-35-81;8(812)2413576";http://gp91.ru/;"многопрофильное медицинское обслуживание; "
178;;ГОРОДСКАЯ ПОЛИКЛИНИКА №91  Взрослое поликлиническое отделение 91;8(812)241-35-43;http://gp91.ru/;"многопрофильное медицинское обслуживание; "
181;;ГОРОДСКАЯ ПОЛИКЛИНИКА №91  Детское поликлиническое отделение №27;8(812)241-35-05;http://gp91.ru/;"многопрофильное медицинское обслуживание; "
182;;ГОРОДСКАЯ ПОЛИКЛИНИКА №91  Детское поликлиническое отделение №60;8(812)241-35-26;http://gp91.ru/;"многопрофильное медицинское обслуживание; "
183;;ГОРОДСКАЯ ПОЛИКЛИНИКА №91  Детское поликлиническое отделение №65;8(812)241-35-18;http://gp91.ru/;"многопрофильное медицинское обслуживание; "
184;5122;ГОРОДСКАЯ ПОЛИКЛИНИКА №93;(812) 741-16-46, 741-44-67;http://gp93.krsl.gov.spb.ru/;"многопрофильное медицинское обслуживание; "
189;;ГОРОДСКАЯ ПОЛИКЛИНИКА №93   3-е терапевтическое отделение;8 (812) 413-50-00.;http://gp93.krsl.gov.spb.ru/;"многопрофильное медицинское обслуживание; "
185;;ГОРОДСКАЯ ПОЛИКЛИНИКА №93  Детское поликлиническое отделение № 28  ;(812) 741-40-37;http://gp93.krsl.gov.spb.ru/;"многопрофильное медицинское обслуживание; "
186;;ГОРОДСКАЯ ПОЛИКЛИНИКА №93  Женская консультация № 27;"(812) 741-18-18;(812) 573-99-08";http://gp93.krsl.gov.spb.ru/;"многопрофильное медицинское обслуживание; "
188;;ГОРОДСКАЯ ПОЛИКЛИНИКА №93  Офис врачей общей практики; 8(812)741-23-84, 8(812)741-24-66;http://gp93.krsl.gov.spb.ru/;"многопрофильное медицинское обслуживание; "
187;;ГОРОДСКАЯ ПОЛИКЛИНИКА №93 Молодёжная консультация Красносельского района;8-921-343-31-73;http://gp93.krsl.gov.spb.ru/;"многопрофильное медицинское обслуживание; "
190;1089;ГОРОДСКАЯ ПОЛИКЛИНИКА №94;(812) 583-01-18, 583-01-43;http://p94spb.ru/;"многопрофильное медицинское обслуживание; "
191;1090;ГОРОДСКАЯ ПОЛИКЛИНИКА №95;(812) 417-50-82, 481-33-70, 481-32-74,241-22-52;http://pol95.ru/;"многопрофильное медицинское обслуживание; "
192;;ГОРОДСКАЯ ПОЛИКЛИНИКА №95 Ленина пр., 46;(812) 417-50-82, (812) 417-50-82, 481-32-74,241-22-52;http://pol95.ru/;"многопрофильное медицинское обслуживание; "
193;1091;ГОРОДСКАЯ ПОЛИКЛИНИКА №96;(812) 557-88-58, 558-50-00, 558-27-60;http://p-96.spb.ru;"многопрофильное медицинское обслуживание; "
195;;ГОРОДСКАЯ ПОЛИКЛИНИКА №96  Офис 1 врачей общей и семейной практики;(812)557-24-11;http://p-96.spb.ru;"многопрофильное медицинское обслуживание; "
196;;ГОРОДСКАЯ ПОЛИКЛИНИКА №96  Офис 2 врачей общей и семейной практики;(812)290-02-50;http://p-96.spb.ru;"многопрофильное медицинское обслуживание; "
197;;ГОРОДСКАЯ ПОЛИКЛИНИКА №96  Офис 3 врачей общей и семейной практики;(812)497-89-41;http://p-96.spb.ru;"многопрофильное медицинское обслуживание; "
194;;ГОРОДСКАЯ ПОЛИКЛИНИКА №96  Поликлиническое отделение № 90;"(812)531-37-79; 531-36-51";http://p-96.spb.ru;"многопрофильное медицинское обслуживание; "
198;;ГОРОДСКАЯ ПОЛИКЛИНИКА №96 Женская консультация № 32;(812)557-32-83;http://p-96.spb.ru;"многопрофильное медицинское обслуживание; "
199;1092;ГОРОДСКАЯ ПОЛИКЛИНИКА №97;"(812) 338-06-97, 338-06-97;517-13-26";http://pol97.spb.ru/;"многопрофильное медицинское обслуживание; "
200;1093;ГОРОДСКАЯ ПОЛИКЛИНИКА №98;"(812) 393-37-27,  417-62-33, 393-44-84;393-19-74";http://p-98.ru/;"многопрофильное медицинское обслуживание; "
201;1094;ГОРОДСКАЯ ПОЛИКЛИНИКА №99;"(812) 517-81-73, 517-58-01; 517-99-86";http://www.xn--99-6kcg5aaaocfczhnm5a.xn--p1ai/;"многопрофильное медицинское обслуживание; "
202;926;ГОРОДСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА №4;"(812) 764-00-97 ; 764-04-65, 764-01-27, 764-04-04";;"лечение психиатрических заболеваний; "
203;;ГОРОДСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА №6 (СТАЦИОНАРНОЕ ОТДЕЛЕНИЕ и ДИСПАНСЕР);(812) 274-29-28, 274-04-36 ;http://pb6.psychiatr.ru/;"лечение психиатрических заболеваний; "
205;1004;ГОРОДСКАЯ СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ;(812) 388-12-55, 635-68-85, 635-68-90, 635-68-89;https://www.yadonorspb.ru/;"переливание крови; "
206;1254;ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №1;(812) 571-25-04, (812) 570-41-30.;http://gsp-1.ru/;"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; лечение ортодонтоза; "
207;1263;ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №13;"(812) 412-58-77;(812) 412-59-35";http://sp13.spb.ru/;"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; лечение ортодонтоза; "
208;47041;ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №33;"(812) 301 31 85; (812) 301 27 26";http://gsp33.ru/;"лечение стоматологических заболеваний; "
209;;ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №33  СПО «Московское»;(812) 373 27 08;http://gsp33.ru/;"лечение стоматологических заболеваний; "
211;;ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №33 СПО «Василеостровское»;( 812) 356 15 29;http://gsp33.ru/;"лечение стоматологических заболеваний; "
210;;ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №33 СПО «Петроградское»;(812) 232 44 50;http://gsp33.ru/;"лечение стоматологических заболеваний; "
212;920;ГОРОДСКАЯ ТУБЕРКУЛЕЗНАЯ БОЛЬНИЦА №2;(812) 553-37-24, (812) 554-16-91;http://gtb2.ru;"лечение туберкулеза; "
213;;ГОРОДСКОЙ ВИРУСОЛОГИЧЕСКИЙ КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР;(812) 717-70-32;http://www.viruscenter.ru;"лечение инфекционных заболеваний; "
214;;ГОРОДСКОЙ ГАСТРОЭНТЕРОЛОГИЧЕСКИЙ ЦЕНТР;(812) 272-86-58, 272-86-85, 272-96-27;http://gorpol37.spb.ru;"диагностика и лечение; лечение гастроэнтерологических заболеваний; "
215;888;ГОРОДСКОЙ ГЕРИАТРИЧЕСКИЙ МЕДИКО-СОЦИАЛЬНЫЙ ЦЕНТР;"(812) 575-27-63;(812) 251-22-78";http://gerdoctor.ru;"многопрофильное медицинское обслуживание; реабилитационное лечение; послеоперационная реабилитация; лечение урологических заболеваний; лечение остеопорозов; слухопротезирование; лечение психоневрологических заболеваний; "
216;1003;ГОРОДСКОЙ ДЕТСКИЙ ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ СЛУХА и РЕЧИ;(812) 338-02-03;http://www.surdocenter1.ru;"лечение педиатрических заболеваний; лечение отоларингологических заболеваний; "
217;915;ГОРОДСКОЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР;(812) 766-33-43, 766-33-40, 490-45-42, 766-32-29;http://gorkvd.ru;"лечение кожно-венерических заболеваний; "
218;967;ГОРОДСКОЙ КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР №1;(812) 296-35-06;http://gkdc1.ru;"комплексное диагностическое обследование; "
219;4531;ГОРОДСКОЙ КОНСУЛЬТАТИВНЫЙ ЛОГОПЕДИЧЕСКИЙ ЦЕНТР;(812) 328-80-89;http://raedic.ucoz.ru;"комплексное диагностическое обследование; логопедия; "
220;1221;ГОРОДСКОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР №18;"(812) 727-57-00;(812) 727-52-49;(812) 726-92-40";http://tubercules.org/#;"лечение туберкулеза; "
222;4779;ГОРОДСКОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР №7  психотерапевтический центр;(812)714-34-14,8-952-2894885;http://gpnds7.ru;"лечение психоневрологических заболеваний; "
221;4779;ГОРОДСКОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР №7 со СТАЦИОНАРОМ КИРОВСКОГО и КРАСНОСЕЛЬСКОГО РАЙОНОВ;(812)252-05-47;http://gpnds7.ru;"лечение психоневрологических заболеваний; "
223;986;ГОРОДСКОЙ СЕКСОЛОГИЧЕСКИЙ ЦЕНТР;"(812) 995-00-43;(812) 241-34-04";http://prytkova.ru;"сексология; сексопатология; реабилитационное лечение; "
224;973;ГОРОДСКОЙ ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ ДЕТЕЙ с ПСИХОНЕВРОЛОГИЧЕСКИМИ НАРУШЕНИЯМИ;"(812) 388-2487;(812) 373-7296";http://gcvldpn.ru;"лечение психоневрологических заболеваний у детей; реабилитационное лечение; "
225;978;ГОРОДСКОЙ ЦЕНТР МЕДИЦИНСКОЙ ПРОФИЛАКТИКИ;(812) 595-89-09;http://gcmp.ru;"проведение санпрофилактических и противоэпидемических мероприятий; "
226;976;ГОРОДСКОЙ ЦЕНТР по ЛЕЧЕНИЮ ГЕМАНГИОМ у ДЕТЕЙ  ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №69;(812)521-16-10;http://dgp68-spb.ru/pol69-str5.php;"диагностика и лечение; "
204;;Городской Эпилептологический Центр;(812) 274-04-14 ;http://pb6.psychiatr.ru/;"лечение психиатрических заболеваний; "
227;;ГОСПИТАЛЬ  ГЛАВНОЕ УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ЛЕНИНГРАДСКОЙ ОБЛАСТИ и г. САНКТ-ПЕТЕРБУРГА;"(812) 559-77-37;812) 558-43-48";https://мсч.78.мвд.рф;"диагностика и лечение; "
228;4915;ГОСУДАРСТВЕННЫЙ НИИ СОЦИАЛЬНО-ЭКОНОМИЧЕСКИХ ПРОБЛЕМ и СПОРТИВНО-ОЗДОРОВИТЕЛЬНЫХ ТЕХНОЛОГИЙ;"(812) 714-40-13; (812) 714-06-74";lesgaft.spb.ru;"исследования и разработки новых методов лечения; "
279;;ДЕСТКАЯ ПОЛИКЛИНИКА ЛОДЕЙНОЕ ПОЛЕ;"(81364) 2-27-69;2-20-17";http://lodcrb.ru/;"многопрофильное медицинское обслуживание; "
280;;ДЕСТКАЯ ПОЛИКЛИНИКА ПРИОЗЕРСК;"(81379) 2-17-31;36-022";http://priozersk-crh.ru/;"многопрофильное медицинское обслуживание; "
