"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0001013";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №6";"";"";"192148, Россия, г. Санкт-Петербург, просп. Елизарова, 32, корп. 2, лит. Ф";"Бычков Роман Васильевич";"(812) 365-15-60, 365-16-01";"(812) 365-15-60";"p6@zdrav.spb.ru";"";"1930";"";"192148";"";"многопрофильное медицинское обслуживание; ";""
"0047018";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №60";"";"";"196601, Россия, г. Санкт-Петербург, Пушкин, ул. Московская, 15";"";"(812) 470-10-38";"(812) 466-60-55";"p60@zdrav.spb.ru";"";"";"";"196601";"";"многопрофильное медицинское обслуживание; ";""
"0001068";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №64";"";"";"198515, Россия, г. Санкт-Петербург, п. Стрельна, ул. Фронтовая, 1, лит. А";"";"(812) 421-40-23";"(812) 421-40-53";"p64@zdrav.spb.ru";"";"1965";"";"198515";"";"многопрофильное медицинское обслуживание; ";""
"0001072";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №71";"";"";"196653, Россия, г. Санкт-Петербург, Колпино, ул. Павловская, 10";"Савельев Олег Константинович";"(812) 461-65-26, 461-86-93, 461-50-86";"(812) 461-65-26";"p71@zdrav.spb.ru";"";"1999";"";"196653";"";"многопрофильное медицинское обслуживание; ";""
"0005138";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №72";"";"";"196641, Россия, г. Санкт-Петербург, п. Металлострой, ул. Пионерская, 1";"Яковлева Татьяна Александровна";"(812) 464-55-05, 464-55-10";"(812) 464-55-10";"p72@zdrav.spb.ru";"";"1950";"";"196641";"";"многопрофильное медицинское обслуживание; ";""
"0001075";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №74";"";"";"197762, Россия, г. Санкт-Петербург, Кронштадт, ул. Комсомола, 2";"Геро Игорь Николаевич";"(812) 311-49-28, 311-74-69";"(812) 311-74-69";"p74@sdrav.spb.ru";"";"1960";"";"197762";"";"многопрофильное медицинское обслуживание; ";""
"0001076";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №75";"";"";"196128, Россия, г. Санкт-Петербург, ул. Кузнецовская, 9";"Коновал Алексей Иосифович";"(812) 369-86-50, 369-86-01";"(812) 369-86-50";"p75@zdrav.spb.ru";"";"1967";"";"196128";"";"многопрофильное медицинское обслуживание; ";""
"0001077";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №76 для ОБУЧАЮЩЕЙСЯ МОЛОДЕЖИ";"";"";"194021, Россия, г. Санкт-Петербург, ул. Хлопина, 11, корп. 1";"Вахрушева Галина Васильевна";"(812) 534-47-75, 534-47-77";"(812) 534-47-77";"poliklinika76om@mail.ru; p76@zdrav.spb.ru";"";"1984";"";"194021";"";"многопрофильное медицинское обслуживание; ";""
"0001078";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №77";"";"";"192177, Россия, г. Санкт-Петербург, Шлиссельбургский просп., 25, корп. 1";"Габриелова Елена Ивановна";"(812) 700-51-49, 700-36-14, 700-41-02";"(812) 700-51-49, 707-56-45";"p77@zdrav.spb.ru";"p77.spb.ru";"1991";"";"192177";"";"многопрофильное медицинское обслуживание; ";""
"0001079";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №78";"";"";"192239, Россия, г. Санкт-Петербург, ул. Будапештская, 63, корп. 2";"Сорокина Светлана Семеновна";"(812) 361-17-00, 361-05-78, 361-05-94";"(812) 361-17-00";"p78@zdrav.spb.ru";"p78.spb.ru";"1974";"";"192239";"";"многопрофильное медицинское обслуживание; ";""
"0001015";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №8";"";"";"193315, Россия, г. Санкт-Петербург, ул. Новоселов, 45";"Ященкова Светлана Викторовна";"(812) 447-45-44";"(812) 447-45-44";"p8@zdrav.spb.ru";"www.p-8.spb.ru";"1965";"";"193315";"";"многопрофильное медицинское обслуживание; ";""
"0001178";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №81";"";"";"190000, Россия, г. Санкт-Петербург, Вознесенский просп., 19";"Арсентьев Виктор Аркадьевич";"(812) 315-82-29, 315-25-92, 571-32-01";"(812) 315-25-10";"p81@zdrav.spb.ru";"";"1850";"";"190000";"";"многопрофильное медицинское обслуживание; ";""
"0001180";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №83";"";"";"197198, Россия, г. Санкт-Петербург, Петроградская сторона, Большой просп., 10";"Сафронова Маргарита Михайловна";"(812) 233-67-72, 232-37-76, 235-82-85, 233-67-69";"(812) 235-82-89";"p83@zdrav.spb.ru";"";"1930";"";"197198";"";"многопрофильное медицинское обслуживание; ";""
"0001081";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №86";"";"";"195299, Россия, г. Санкт-Петербург, ул. Киришская, 5, корп. 3";"Дрюмов Роман Иванович";"(812) 531-58-36, 531-59-03, 531-58-00";"(812) 531-58-36";"p86@zdrav.spb.ru";"";"1971";"";"195299";"";"многопрофильное медицинское обслуживание; ";""
"0047026";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №87";"";"";"193232, Россия, г. Санкт-Петербург, ул. Дыбенко, 21, корп. 2";"";"(812) 585-78-00";"(812) 585-92-29";"p87@zdrav.spb.ru";"";"";"";"193232";"";"многопрофильное медицинское обслуживание; ";""
"0001083";"субъектов федерации";"ГОРОДСКАЯ ПОЛИКЛИНИКА №88";"";"";"198261, Россия, г. Санкт-Петербург, ул. Генерала Симоняка, 6";"";"(812) 750-80-11";"(812) 750-92-46";"p88@zdrav.spb.ru";"";"1971";"";"198261";"";"многопрофильное медицинское обслуживание; ";""
"0005119";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №91";"";"";"198329, Россия, г. Санкт-Петербург, ул. Отважных, 8";"Подхалюзина Людмила Ивановна";"(812) 735-19-31, 735-27-73";"(812) 735-19-31";"p91@zdrav.spb.ru";"";"1973";"";"198329";"";"многопрофильное медицинское обслуживание; ";""
"0005122";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №93";"";"";"198320, Россия, г. Санкт-Петербург, Красное Село, ул. Освобождения, 15, лит. А";"Исакова Татьяна Ивановна";"(812) 741-16-46, 741-44-67";"(812) 741-71-24";"p99@zdrav.spb.ru";"";"1978";"";"198320";"";"многопрофильное медицинское обслуживание; ";""
"0001089";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №94";"";"";"193231, Россия, г. Санкт-Петербург, Товарищеский просп., 24";"Капушова Ирина Александровна";"(812) 583-01-21, 583-01-43";"(812) 583-01-21, 583-01-43";"p94@zdrav.spb.ru";"p94.spb.ru";"1974";"";"193231";"";"многопрофильное медицинское обслуживание; ";""
"0001090";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №95";"";"";"196657, Россия, г. Санкт-Петербург, Колпино, ул. Машиностроителей, 10";"Исаева Татьяна Викторовна";"(812) 481-45-22, 481-33-70, 481-32-74, 481-33-62";"(812) 481-45-22, 481-33-64";"p95@zdrav.spb.ru; gorpol95@rambler.ru; poliklinika95@mail.ru";"p95.spb.ru";"1975";"";"196657";"";"многопрофильное медицинское обслуживание; ";""
"0001091";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №96";"";"";"195274, Россия, г. Санкт-Петербург, просп. Просвещения, 53, корп. 2";"Мотовилов Дмитрий Леонидович";"(812) 557-88-58, 558-50-00, 558-27-60";"(812) 557-88-58";"p96@zdrav.spb.ru";"p-96.spb.ru";"1976";"";"195274";"";"многопрофильное медицинское обслуживание; ";""
"0001092";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №97";"";"";"194291, Россия, г. Санкт-Петербург, ул. Кустодиева, 6, корп. 1";"Ермилов Игорь Михайлович";"(812) 597-14-05, 516-10-66";"(812) 597-14-05, 516-10-66";"p97@zdrav.spb.ru";"";"1976";"";"194291";"";"многопрофильное медицинское обслуживание; ";""
"0001093";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №98";"";"";"197227, Россия, г. Санкт-Петербург, Серебристый бул., 14, корп. 1";"Комиссарова Любовь Григорьевна";"(812) 393-44-55, 393-37-27, 393-44-84";"(812) 393-20-24";"p98@zdrav.spb.ru";"";"1976";"";"197227";"";"многопрофильное медицинское обслуживание; ";""
"0001094";"государственная";"ГОРОДСКАЯ ПОЛИКЛИНИКА №99";"";"";"194358, Россия, г. Санкт-Петербург, ул. Есенина, 38, корп. 1";"Лебединец Татьяна Николаевна";"(812) 517-81-73, 517-58-01";"(812) 517-81-73";"p99@zdrav.spb.ru";"p99.spb.ru";"1977";"";"194358";"";"многопрофильное медицинское обслуживание; ";""
"0000926";"государственная";"ГОРОДСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА №4";"";"";"191119, Россия, г. Санкт-Петербург, наб. Обводного канала, 75";"Бурдуковский Михаил Алексеевич";"(812) 764-04-65, 764-01-27, 764-04-04";"(812) 764-04-04, 764-61-27";"bps4@rambler.ru";"www.pb4spb.narod.ru";"1955";"160";"191119";"";"лечение психиатрических заболеваний; ";""
"0004796";"государственная";"ГОРОДСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА №6 (СТАЦИОНАРНОЕ ОТДЕЛЕНИЕ и ДИСПАНСЕР)";"";"";"191167, Россия, г. Санкт-Петербург, наб. Обводного канала, 9";"Гурина Алла Владимировна";"(812) 274-29-28, 274-29-21";"(812) 274-26-32, 274-29-21";"gpb@peterlink.ru; gpb6@zdrav.spb.ru";"";"1964";"650";"191167";"";"лечение психиатрических заболеваний; ";""
"0001004";"государственная";"ГОРОДСКАЯ СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ";"";"";"196084, Россия, г. Санкт-Петербург, Московский просп., 104";"Красняков Владимир Кириллович";"(812) 388-12-55, 635-68-85, 635-68-90, 635-68-89";"(812) 388-12-55";"gspk@zdrav.spb.ru";"";"1952";"";"196084";"";"переливание крови; ";""
"0001254";"государственная";"ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №1";"";"";"191186, Россия, г. Санкт-Петербург, Невский просп., 46";"Огурцов Олег Антонович";"(812) 571-83-28, 571-84-45";"(812) 571-84-45";"pstom1@zdrav.spb.ru; spbstoma-1@mail.ru";"";"1954";"";"191186";"";"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; лечение ортодонтоза; ";""
"0001263";"государственная";"ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №13";"";"";"192029, Россия, г. Санкт-Петербург, просп. Обуховской обороны, 123";"Гудец Елена Юрьевна";"(812) 567-82-01";"(812) 567-54-56";"pstom13@zdrav.spb.ru";"";"1926";"";"192029";"";"лечение стоматологических заболеваний; хирургическая стоматология; протезирование зубов; лечение ортодонтоза; ";""
"0047041";"государственная";"ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №33";"";"";"197341, Россия, г. Санкт-Петербург, просп. Королева, 3, корп. 1, лит. А";"";"(812) 301-80-59";"(812) 301-80-59";"";"";"";"";"197341";"";"лечение стоматологических заболеваний; ";""
"0000920";"государственная";"ГОРОДСКАЯ ТУБЕРКУЛЕЗНАЯ БОЛЬНИЦА №2";"";"";"194214, Россия, г. Санкт-Петербург, пр. М.Тореза, 93";"Супрун Татьяна Юрьевна";"(812) 554-18-81, 554-16-91";"(812) 554-16-91";"dtb2@zdrav.spb.ru";"";"1961";"500";"194214";"";"лечение туберкулеза; ";""
"0000990";"государственная";"ГОРОДСКОЙ ВИРУСОЛОГИЧЕСКИЙ КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР";"КОМИТЕТ по ЗДРАВООХРАНЕНИЮ";"";"191167, Россия, г. Санкт-Петербург, ул. Миргородская, 3, лит. Д";"Вашукова Светлана Степановна";"(812) 717-70-33, 717-51-51";"(812) 717-56-82";"gdviruscentr@zdrav.spb.ru";"www.gdviruscentr.ru";"1992";"";"191167";"";"лечение инфекционных заболеваний; ";""
"0000992";"государственная";"ГОРОДСКОЙ ГАСТРОЭНТЕРОЛОГИЧЕСКИЙ ЦЕНТР";"САНКТ-ПЕТЕРБУРГСКАЯ ПОЛИКЛИНИКА №37";"";"191025, Россия, г. Санкт-Петербург, наб. р. Фонтанки, 36";"Расновская Надежда Федоровна";"(812) 272-86-58, 272-86-85, 272-96-27";"(812) 272-86-58";"";"";"1977";"";"191025";"";"диагностика и лечение; лечение гастроэнтерологических заболеваний; ";""
"0000888";"государственная";"ГОРОДСКОЙ ГЕРИАТРИЧЕСКИЙ МЕДИКО-СОЦИАЛЬНЫЙ ЦЕНТР";"";"";"190103, Россия, г. Санкт-Петербург, наб. р. Фонтанки, 148";"Серпов Владимир Юрьевич";"(812) 251-51-33, 575-27-63, 575-27-64";"(812) 251-51-33";"ggc-admin@mail.ru";"www.geriatric-centre.spb.ru";"1994";"";"190103";"";"многопрофильное медицинское обслуживание; реабилитационное лечение; послеоперационная реабилитация; лечение урологических заболеваний; лечение остеопорозов; слухопротезирование; лечение психоневрологических заболеваний; ";""
"0001003";"муниципальная";"ГОРОДСКОЙ ДЕТСКИЙ ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ СЛУХА и РЕЧИ";"ГОРОДСКАЯ ПОЛИКЛИНИКА №68";"";"195112, Россия, г. Санкт-Петербург, просп. Шаумяна, 29";"Зайцева Наталья Георгиевна";"(812) 528-31-76, 528-97-08";"(812) 528-31-76";"";"";"1995";"";"195112";"";"лечение педиатрических заболеваний; лечение отоларингологических заболеваний; ";""
"0000915";"государственная";"ГОРОДСКОЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"";"192102, Россия, г. Санкт-Петербург, наб. р. Волковки, 3";"Смирнова Татьяна Сергеевна";"(812) 766-23-10, 766-33-43, 766-33-40, 766-33-29";"(812) 766-23-10";"gorkvd@bk.ru; gorkvd@zdrav.ru";"";"1996";"300";"192102";"";"лечение кожно-венерических заболеваний; ";""
"0000967";"государственная";"ГОРОДСКОЙ КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР №1";"";"";"194354, Россия, г. Санкт-Петербург, ул. Сикейроса, 10";"Рюмина Генриэтта Васильевна";"(812) 296-32-41";"(812) 296-38-00";"gkdc1@mail.ru; dkcprima@zdrav.spb";"";"1989";"";"194354";"";"комплексное диагностическое обследование; ";""
"0004531";"государственная";"ГОРОДСКОЙ КОНСУЛЬТАТИВНЫЙ ЛОГОПЕДИЧЕСКИЙ ЦЕНТР";"ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР №1";"";"199178, Россия, г. Санкт-Петербург, Васильевский о-в, 12-я линия, 39";"Миссуловин Леон Яковлевич";"(812) 328-81-25";"(812) 328-81-25";"";"";"1963";"";"199178";"";"комплексное диагностическое обследование; логопедия; ";""
"0001221";"государственная";"ГОРОДСКОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР №18";"";"";"196158, Россия, г. Санкт-Петербург, ул. Звездная, 12";"Жемков Владимир Филиппович";"(812) 726-92-80, 727-57-00, 727-52-49, 726-93-00, 726-92-40";"(812) 726-72-76";"";"";"1955";"";"196158";"";"лечение туберкулеза; ";""
"0004779";"муниципальная";"ГОРОДСКОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР №7 со СТАЦИОНАРОМ КИРОВСКОГО и КРАСНОСЕЛЬСКОГО РАЙОНОВ";"";"";"190020, Россия, г. Санкт-Петербург, просп. Старопетергофский, 50";"Кондратьев Сергей Иванович";"(812) 252-05-47, 252-52-39";"(812) 252-52-39";"tmops1@zdrav.spb.ru";"";"1948";"";"190020";"";"лечение психоневрологических заболеваний; ";""
"0000986";"государственная";"ГОРОДСКОЙ СЕКСОЛОГИЧЕСКИЙ ЦЕНТР";"";"";"196211, Россия, г. Санкт-Петербург, пр. Ю.Гагарина, 18, корп. 3";"Агеев Владимир Александрович";"(812) 387-16-16, 378-60-62";"(812) 388-42-57";"";"";"1977";"";"196211";"";"сексология; сексопатология; реабилитационное лечение; ";""
"0000973";"государственная";"ГОРОДСКОЙ ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ ДЕТЕЙ с ПСИХОНЕВРОЛОГИЧЕСКИМИ НАРУШЕНИЯМИ";"";"";"196135, Россия, г. Санкт-Петербург, ул. Фрунзе, 10";"Юрьева Раиса Геннадьевна";"(812) 373-72-96, 388-24-40";"(812) 388-24-87";"gcpsvost@zdrav.spb.ru";"";"1983";"";"196135";"";"лечение психоневрологических заболеваний у детей; реабилитационное лечение; ";""
"0000978";"муниципальная";"ГОРОДСКОЙ ЦЕНТР МЕДИЦИНСКОЙ ПРОФИЛАКТИКИ";"";"";"191023, Россия, г. Санкт-Петербург, ул. Итальянская, 25";"Фролова Алевтина Ивановна";"(812) 595-89-06, 571-65-01, 571-70-33, 595-89-09";"(812) 571-65-01";"gcmedprof@zdrav.spb.ru";"www.gov.zdrav.ru; www.gcmp.ru";"1919";"";"191023";"";"проведение санпрофилактических и противоэпидемических мероприятий; ";""
"0000976";"государственная";"ГОРОДСКОЙ ЦЕНТР по ЛЕЧЕНИЮ ГЕМАНГИОМ у ДЕТЕЙ";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №68";"";"195298, Россия, г. Санкт-Петербург, просп. Наставников, 20, корп. 1";"Петрусева Ирина Николаевна";"(812) 524-08-25, 524-18-46, 525-95-67";"(812) 524-16-74";"";"";"1957";"";"195298";"";"диагностика и лечение; ";""
"0001569";"муниципальная";"ГОСПИТАЛЬ";"ГЛАВНОЕ УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ЛЕНИНГРАДСКОЙ ОБЛАСТИ и г. САНКТ-ПЕТЕРБУРГА";"";"194291, Россия, г. Санкт-Петербург, просп. Культуры, 2";"Колесников Сергей Александрович";"(812) 559-58-33, 559-77-37, 559-00-10";"(812) 559-77-33";"";"";"1985";"300";"194291";"";"диагностика и лечение; ";""
"0004915";"государственная";"ГОСУДАРСТВЕННЫЙ НИИ СОЦИАЛЬНО-ЭКОНОМИЧЕСКИХ ПРОБЛЕМ и СПОРТИВНО-ОЗДОРОВИТЕЛЬНЫХ ТЕХНОЛОГИЙ";"САНКТ-ПЕТЕРБУРГСКАЯ АКАДЕМИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ им. П.Ф.ЛЕСГАФТА";"";"190121, Россия, г. Санкт-Петербург, ул. Декабристов, 35";"Цветков Сергей Александрович";"(812) 714-45-54";"(812) 714-45-54";"7144554@mail.ru";"www.medscisport.spb.ru";"2002";"";"190121";"";"исследования и разработки новых методов лечения; ";""
"0004827";"частная";"""ДАНТИСТ"" СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА (ООО)";"";"";"195027, Россия, г. Санкт-Петербург, ул. Якорная, 3, корп. 6";"Зубова Ирина Михайловна";"(812) 227-71-16";"(812) 227-71-16";"";"";"1988";"";"195027";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0042134";"частная";"""ДЕЗДЕЛО"" ООО";"";"";"196066, Россия, г. Санкт-Петербург, Московский просп., 191, офис 73";"Богданова Карина Суреновна";"(812) 708-37-25";"";"";"";"2011";"";"196066";"";"дезинфекция; ";""
"0027916";"частная";"""ДЕЛИС"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";"";"";"187342, Россия, Ленинградская обл., г. Кировск, ул. Кирова, 22";"Делис Виктор Владимирович";"(81362) 2-27-72, 2-82-79";"(81362) 2-82-79";"mcdelis2@mail.ru";"";"2004";"";"187342";"";"многопрофильное медицинское обслуживание; ";""
"0001600";"частная";"""ДЕЛОР"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";"";"";"197089, Россия, г. Санкт-Петербург, ул. Л.Толстого, 6/8";"Кочорова Лариса Валерьяновна";"(812) 323-39-31, 499-70-85, 328-22-01";"(812) 328-22-01";"delor@spmu.rssi.ru";"";"1990";"";"197089";"";"многопрофильное медицинское обслуживание; ";""
"0011830";"частная";"""ДЕЛЬТА ДЕНТ"" СЕТЬ СТОМАТОЛОГИЧЕСКИХ КЛИНИК (ЗАО)";"";"";"194017, Россия, г. Санкт-Петербург, Костромской просп., 30";"Варг Алексей Юрьевич";"(812) 554-46-39";"(812) 444-11-11";"dent@svs.ru";"www.deltadent-spb.ru";"1992";"";"194017";"";"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; хирургическая стоматология; ";""
"0020756";"частная";"""ДЕЛЬТА ДЕНТ"" СЕТЬ СТОМАТОЛОГИЧЕСКИХ КЛИНИК (ЗАО)";"";"";"194356, Россия, г. Санкт-Петербург, ул. Асафьева, 9, корп. 1";"Варг Алексей Юрьевич";"(812) 513-24-80";"(812) 444-11-11";"dent@anet.spb.ru";"www.deltadent-spb.ru";"1992";"";"194356";"";"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; ";""
"0020757";"частная";"""ДЕЛЬТА ДЕНТ"" СЕТЬ СТОМАТОЛОГИЧЕСКИХ КЛИНИК (ЗАО)";"";"";"195196, Россия, г. Санкт-Петербург, Малоохтинский просп., 86-а";"Варг Алексей Юрьевич";"(812) 444-10-10";"(812) 444-11-11";"dent@svs.ru; dent@aunt.spb.ru";"www.deltadent-spb.ru";"1992";"";"195196";"";"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; хирургическая стоматология; ";""
"0020758";"частная";"""ДЕЛЬТА ДЕНТ"" СЕТЬ СТОМАТОЛОГИЧЕСКИХ КЛИНИК (ЗАО)";"";"";"191024, Россия, г. Санкт-Петербург, Невский просп., 136";"Варг Алексей Юрьевич";"(812) 717-98-64, 444-10-10";"(812) 444-11-11";"dent@svs.ru; dent@annet.spb.ru";"www.deltadent-spb.ru";"1992";"";"191024";"";"лечение стоматологических заболеваний; имплантация зубов; лечение ортодонтоза; хирургическая стоматология; ";""
"0004960";"частная";"""ДЕНТА-МЕД"" ООО";"";"";"196135, Россия, г. Санкт-Петербург, ул. Авиационная, 18";"Гончаренко Елена Ивановна";"(812) 373-00-70, 373-68-71";"(812) 371-64-57";"info@denta-med.spb.ru";"www.denta-med.spb.ru";"1991";"";"196135";"";"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; ";""
"0021378";"акционерная";"""ДЕНТАЛ-КОМПЛЕКС СПб"" ООО";"";"";"191186, Россия, г. Санкт-Петербург, наб. канала Грибоедова, 5, офис 220";"Николаев Владимир Анатольевич";"(812) 315-55-48, 571-01-77";"(812) 710-64-60";"dcspb@mail.ru";"www.dcspb.ru";"2003";"";"191186";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0046966";"частная";"""ДЕНТАЛ-СПА"" ООО";"";"";"198255, Россия, г. Санкт-Петербург, ул. Л.Голикова, 96, лит. А, офис 9Н";"";"(812) 758-84-57, 758-62-60";"(812) 758-84-57";"bivni2009@yandex.ru";"";"";"";"198255";"";"лечение стоматологических заболеваний; ";""
"0004868";"частная";"""ДЕНТИДЕАЛ"" ОРТОДОНТИЧЕСКИЙ ЦЕНТР (ООО)";"";"";"191123, Россия, г. Санкт-Петербург, ул. Кирочная, 48";"Шулькина Наталья Михайловна";"(812) 273-02-90";"(812) 275-83-70";"";"www.dentideal.ru";"1993";"";"191123";"";"лечение стоматологических заболеваний; протезирование зубов; исправление прикуса; отбеливание зубов; лечение ортодонтоза; ";""
"0000905";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №1";"";"";"198205, Россия, г. Санкт-Петербург, ул. Авангардная, 14";"Каган Анатолий Владимирович";"(812) 735-12-07, 735-36-76, 735-92-00, 735-97-36, 735-16-91";"(812) 735-99-98";"child@dgb.spb.ru; db1@zdrav.spb.ru";"www.dgb.spb.ru";"1976";"600";"198205";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; медицинское обслуживание новорожденных; ";""
"0000911";"субъектов федерации";"ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №17 СВЯТИТЕЛЯ НИКОЛАЯ ЧУДОТВОРЦА";"";"";"190068, Россия, г. Санкт-Петербург, ул. Глинки, 4, лит. А, лит. В";"Левиз Владимир Валентинович";"(812) 714-45-73, 714-22-51";"(812) 714-08-37";"dgb17@zdrav.spb.ru";"";"1991";"150";"190068";"";"медицинское обслуживание новорожденных; лечение педиатрических заболеваний; ";""
"0000914";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №19 им. К.А.РАУХФУСА";"";"";"191036, Россия, г. Санкт-Петербург, Лиговский просп., 8";"Зеленкевич Маргарита Александровна";"(812) 717-21-62, 717-55-58";"(812) 717-55-58";"db19@zdrav.spb.ru";"";"1870";"420";"191036";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0000918";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №2 СВЯТОЙ МАРИИ МАГДАЛИНЫ";"";"";"199053, Россия, г. Санкт-Петербург, Васильевский о-в, 2-я линия, 47";"Микава Автандил Георгиевич";"(812) 323-29-29, 670-25-60";"(812) 328-48-72";"info@mm2.ru; db2@zalrav.spb.ru";"www.mm2.ru";"1870";"360";"199053";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0000916";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №22";"";"";"196657, Россия, г. Санкт-Петербург, Колпино, Заводской просп., 1";"Мельникова Галина Сергеевна";"(812) 463-09-17, 482-69-96, 481-70-97, 482-05-11";"(812) 463-09-17";"db22@zdrav.spb.ru";"";"1949";"315";"196657";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0000907";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА СВЯТОЙ ОЛЬГИ";"";"";"194156, Россия, г. Санкт-Петербург, ул. Земледельческая, 2";"Детков Вячеслав Юрьевич";"(812) 295-50-00, 295-47-11";"(812) 295-50-00, 295-69-98";"db4@zdrav.spb.ru";"";"1952";"340";"194156";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0018740";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №5 им. Н.Ф.ФИЛАТОВА";"КОМИТЕТ ЗДРАВООХРАНЕНИЯ МЭРИИ г. САНКТ-ПЕТЕРБУРГА";"";"192289, Россия, г. Санкт-Петербург, ул. Бухарестская, 134";"Голышев Александр Яковлевич";"(812) 776-18-18, 400-04-10";"(812) 776-18-18";"db5@zdrav.spb.ru";"www.db5.ru";"1996";"600";"192289";"";"лечение педиатрических заболеваний; лечение инфекционных заболеваний; ";""
"0001117";"государственная";"ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №11";"";"";"194021, Россия, г. Санкт-Петербург, просп. Пархоменко, 30";"Трифонова Надежда Анатольевна";"(812) 550-24-80, 552-99-33";"(812) 550-24-80";"pd11@zdrav.spb.ru";"";"1963";"";"194021";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
